invoice_date,invoice_associate_name,cy_imputed,month,weekday,is_weekend,store_segment
14-04-2024,Brigade Road,19,4,Sunday,1,LOW
14-04-2024,EA Mall,140,4,Sunday,1,MEDIUM
14-04-2024,Falcon Mall,101,4,Sunday,1,HIGH
14-04-2024,Forum Mall,33,4,Sunday,1,LOW
14-04-2024,GVK Mall,18,4,Sunday,1,LOW
14-04-2024,Himayat Nagar,0,4,Sunday,1,LOW
14-04-2024,Indira Nagar,48,4,Sunday,1,MEDIUM
14-04-2024,Jubilee Hills,32,4,Sunday,1,LOW
14-04-2024,Lulu Mall,71,4,Sunday,1,HIGH
14-04-2024,Phoenix Mall,122,4,Sunday,1,MEDIUM
14-04-2024,Sarath City Mall,144,4,Sunday,1,HIGH
14-04-2024,Viviana Mall,107,4,Sunday,1,MEDIUM
15-04-2024,AS-MG RD,16,4,Monday,0,LOW
15-04-2024,AS-MOA,32,4,Monday,0,MEDIUM
15-04-2024,Brigade Road,13,4,Monday,0,LOW
15-04-2024,EA Mall,45,4,Monday,0,MEDIUM
15-04-2024,Falcon Mall,22,4,Monday,0,HIGH
15-04-2024,Forum Mall,12,4,Monday,0,LOW
15-04-2024,GVK Mall,23,4,Monday,0,LOW
15-04-2024,Himayat Nagar,0,4,Monday,0,LOW
15-04-2024,Indira Nagar,24,4,Monday,0,MEDIUM
15-04-2024,Jubilee Hills,20,4,Monday,0,LOW
15-04-2024,Lulu Mall,52,4,Monday,0,HIGH
15-04-2024,Phoenix Mall,34,4,Monday,0,MEDIUM
15-04-2024,Sarath City Mall,48,4,Monday,0,HIGH
15-04-2024,Viviana Mall,45,4,Monday,0,MEDIUM
16-04-2024,AS-MG RD,15,4,Tuesday,0,LOW
16-04-2024,AS-MOA,36,4,Tuesday,0,MEDIUM
16-04-2024,Brigade Road,9,4,Tuesday,0,LOW
16-04-2024,EA Mall,51,4,Tuesday,0,MEDIUM
16-04-2024,Falcon Mall,26,4,Tuesday,0,HIGH
16-04-2024,Forum Mall,15,4,Tuesday,0,LOW
16-04-2024,GVK Mall,35,4,Tuesday,0,LOW
16-04-2024,Himayat Nagar,0,4,Tuesday,0,LOW
16-04-2024,Indira Nagar,25,4,Tuesday,0,MEDIUM
16-04-2024,Jubilee Hills,7,4,Tuesday,0,LOW
16-04-2024,Lulu Mall,61,4,Tuesday,0,HIGH
16-04-2024,Phoenix Mall,39,4,Tuesday,0,MEDIUM
16-04-2024,Sarath City Mall,52,4,Tuesday,0,HIGH
16-04-2024,Viviana Mall,39,4,Tuesday,0,MEDIUM
17-04-2024,AS-MG RD,27,4,Wednesday,0,LOW
17-04-2024,AS-MOA,21,4,Wednesday,0,MEDIUM
17-04-2024,Brigade Road,19,4,Wednesday,0,LOW
17-04-2024,EA Mall,50,4,Wednesday,0,MEDIUM
17-04-2024,Falcon Mall,28,4,Wednesday,0,HIGH
17-04-2024,Forum Mall,18,4,Wednesday,0,LOW
17-04-2024,GVK Mall,26,4,Wednesday,0,LOW
17-04-2024,Himayat Nagar,0,4,Wednesday,0,LOW
17-04-2024,Indira Nagar,37,4,Wednesday,0,MEDIUM
17-04-2024,Jubilee Hills,20,4,Wednesday,0,LOW
17-04-2024,Lulu Mall,64,4,Wednesday,0,HIGH
17-04-2024,Phoenix Mall,50,4,Wednesday,0,MEDIUM
17-04-2024,Sarath City Mall,62,4,Wednesday,0,HIGH
17-04-2024,Viviana Mall,51,4,Wednesday,0,MEDIUM
18-04-2024,AS-MG RD,22,4,Thursday,0,LOW
18-04-2024,AS-MOA,23,4,Thursday,0,MEDIUM
18-04-2024,Brigade Road,20,4,Thursday,0,LOW
18-04-2024,EA Mall,70,4,Thursday,0,MEDIUM
18-04-2024,Falcon Mall,29,4,Thursday,0,HIGH
18-04-2024,Forum Mall,16,4,Thursday,0,LOW
18-04-2024,GVK Mall,20,4,Thursday,0,LOW
18-04-2024,Himayat Nagar,0,4,Thursday,0,LOW
18-04-2024,Indira Nagar,25,4,Thursday,0,MEDIUM
18-04-2024,Jubilee Hills,15,4,Thursday,0,LOW
18-04-2024,Lulu Mall,60,4,Thursday,0,HIGH
18-04-2024,Phoenix Mall,46,4,Thursday,0,MEDIUM
18-04-2024,Sarath City Mall,41,4,Thursday,0,HIGH
18-04-2024,Viviana Mall,43,4,Thursday,0,MEDIUM
19-04-2024,AS-MG RD,21,4,Friday,0,LOW
19-04-2024,AS-MOA,26,4,Friday,0,MEDIUM
19-04-2024,Brigade Road,12,4,Friday,0,LOW
19-04-2024,EA Mall,55,4,Friday,0,MEDIUM
19-04-2024,Falcon Mall,29,4,Friday,0,HIGH
19-04-2024,Forum Mall,21,4,Friday,0,LOW
19-04-2024,GVK Mall,28,4,Friday,0,LOW
19-04-2024,Himayat Nagar,0,4,Friday,0,LOW
19-04-2024,Indira Nagar,24,4,Friday,0,MEDIUM
19-04-2024,Jubilee Hills,20,4,Friday,0,LOW
19-04-2024,Lulu Mall,44,4,Friday,0,HIGH
19-04-2024,Phoenix Mall,35,4,Friday,0,MEDIUM
19-04-2024,Sarath City Mall,60,4,Friday,0,HIGH
19-04-2024,Viviana Mall,41,4,Friday,0,MEDIUM
20-04-2024,AS-MG RD,21,4,Saturday,1,LOW
20-04-2024,AS-MOA,35,4,Saturday,1,MEDIUM
20-04-2024,Brigade Road,24,4,Saturday,1,LOW
20-04-2024,EA Mall,88,4,Saturday,1,MEDIUM
20-04-2024,Falcon Mall,99,4,Saturday,1,HIGH
20-04-2024,Forum Mall,33,4,Saturday,1,LOW
20-04-2024,GVK Mall,25,4,Saturday,1,LOW
20-04-2024,Himayat Nagar,0,4,Saturday,1,LOW
20-04-2024,Indira Nagar,35,4,Saturday,1,MEDIUM
20-04-2024,Jubilee Hills,19,4,Saturday,1,LOW
20-04-2024,Lulu Mall,67,4,Saturday,1,HIGH
20-04-2024,Phoenix Mall,85,4,Saturday,1,MEDIUM
20-04-2024,Sarath City Mall,132,4,Saturday,1,HIGH
20-04-2024,Viviana Mall,60,4,Saturday,1,MEDIUM
21-04-2024,AS-MG RD,18,4,Sunday,1,LOW
21-04-2024,AS-MOA,57,4,Sunday,1,MEDIUM
21-04-2024,Brigade Road,13,4,Sunday,1,LOW
21-04-2024,EA Mall,102,4,Sunday,1,MEDIUM
21-04-2024,Falcon Mall,87,4,Sunday,1,HIGH
21-04-2024,Forum Mall,35,4,Sunday,1,LOW
21-04-2024,GVK Mall,58,4,Sunday,1,LOW
21-04-2024,Himayat Nagar,0,4,Sunday,1,LOW
21-04-2024,Indira Nagar,50,4,Sunday,1,MEDIUM
21-04-2024,Jubilee Hills,27,4,Sunday,1,LOW
21-04-2024,Lulu Mall,83,4,Sunday,1,HIGH
21-04-2024,Phoenix Mall,119,4,Sunday,1,MEDIUM
21-04-2024,Sarath City Mall,185,4,Sunday,1,HIGH
21-04-2024,Viviana Mall,97,4,Sunday,1,MEDIUM
22-04-2024,AS-MG RD,15,4,Monday,0,LOW
22-04-2024,AS-MOA,16,4,Monday,0,MEDIUM
22-04-2024,Brigade Road,38,4,Monday,0,LOW
22-04-2024,EA Mall,54,4,Monday,0,MEDIUM
22-04-2024,Falcon Mall,24,4,Monday,0,HIGH
22-04-2024,Forum Mall,33,4,Monday,0,LOW
22-04-2024,GVK Mall,16,4,Monday,0,LOW
22-04-2024,Himayat Nagar,0,4,Monday,0,LOW
22-04-2024,Indira Nagar,32,4,Monday,0,MEDIUM
22-04-2024,Jubilee Hills,19,4,Monday,0,LOW
22-04-2024,Lulu Mall,43,4,Monday,0,HIGH
22-04-2024,Phoenix Mall,35,4,Monday,0,MEDIUM
22-04-2024,Sarath City Mall,64,4,Monday,0,HIGH
22-04-2024,Viviana Mall,35,4,Monday,0,MEDIUM
23-04-2024,AS-MG RD,16,4,Tuesday,0,LOW
23-04-2024,AS-MOA,18,4,Tuesday,0,MEDIUM
23-04-2024,Brigade Road,19,4,Tuesday,0,LOW
23-04-2024,EA Mall,51,4,Tuesday,0,MEDIUM
23-04-2024,Falcon Mall,32,4,Tuesday,0,HIGH
23-04-2024,Forum Mall,29,4,Tuesday,0,LOW
23-04-2024,GVK Mall,33,4,Tuesday,0,LOW
23-04-2024,Himayat Nagar,0,4,Tuesday,0,LOW
23-04-2024,Indira Nagar,27,4,Tuesday,0,MEDIUM
23-04-2024,Jubilee Hills,14,4,Tuesday,0,LOW
23-04-2024,Lulu Mall,55,4,Tuesday,0,HIGH
23-04-2024,Phoenix Mall,39,4,Tuesday,0,MEDIUM
23-04-2024,Sarath City Mall,63,4,Tuesday,0,HIGH
23-04-2024,Viviana Mall,28,4,Tuesday,0,MEDIUM
24-04-2024,AS-MG RD,22,4,Wednesday,0,LOW
24-04-2024,AS-MOA,19,4,Wednesday,0,MEDIUM
24-04-2024,Brigade Road,63,4,Wednesday,0,LOW
24-04-2024,EA Mall,35,4,Wednesday,0,MEDIUM
24-04-2024,Falcon Mall,36,4,Wednesday,0,HIGH
24-04-2024,Forum Mall,21,4,Wednesday,0,LOW
24-04-2024,GVK Mall,18,4,Wednesday,0,LOW
24-04-2024,Himayat Nagar,0,4,Wednesday,0,LOW
24-04-2024,Indira Nagar,19,4,Wednesday,0,MEDIUM
24-04-2024,Jubilee Hills,10,4,Wednesday,0,LOW
24-04-2024,Lulu Mall,46,4,Wednesday,0,HIGH
24-04-2024,Phoenix Mall,40,4,Wednesday,0,MEDIUM
24-04-2024,Sarath City Mall,58,4,Wednesday,0,HIGH
24-04-2024,Viviana Mall,27,4,Wednesday,0,MEDIUM
25-04-2024,AS-MG RD,22,4,Thursday,0,LOW
25-04-2024,AS-MOA,23,4,Thursday,0,MEDIUM
25-04-2024,Brigade Road,15,4,Thursday,0,LOW
25-04-2024,EA Mall,50,4,Thursday,0,MEDIUM
25-04-2024,Falcon Mall,27,4,Thursday,0,HIGH
25-04-2024,Forum Mall,10,4,Thursday,0,LOW
25-04-2024,GVK Mall,5,4,Thursday,0,LOW
25-04-2024,Himayat Nagar,0,4,Thursday,0,LOW
25-04-2024,Indira Nagar,24,4,Thursday,0,MEDIUM
25-04-2024,Jubilee Hills,14,4,Thursday,0,LOW
25-04-2024,Lulu Mall,70,4,Thursday,0,HIGH
25-04-2024,Phoenix Mall,45,4,Thursday,0,MEDIUM
25-04-2024,Sarath City Mall,49,4,Thursday,0,HIGH
25-04-2024,Viviana Mall,33,4,Thursday,0,MEDIUM
26-04-2024,AS-MG RD,19,4,Friday,0,LOW
26-04-2024,AS-MOA,36,4,Friday,0,MEDIUM
26-04-2024,Brigade Road,23,4,Friday,0,LOW
26-04-2024,EA Mall,68,4,Friday,0,MEDIUM
26-04-2024,Falcon Mall,71,4,Friday,0,HIGH
26-04-2024,Forum Mall,21,4,Friday,0,LOW
26-04-2024,GVK Mall,18,4,Friday,0,LOW
26-04-2024,Himayat Nagar,0,4,Friday,0,LOW
26-04-2024,Indira Nagar,38,4,Friday,0,MEDIUM
26-04-2024,Jubilee Hills,17,4,Friday,0,LOW
26-04-2024,Lulu Mall,23,4,Friday,0,HIGH
26-04-2024,Phoenix Mall,48,4,Friday,0,MEDIUM
26-04-2024,Sarath City Mall,79,4,Friday,0,HIGH
26-04-2024,Viviana Mall,38,4,Friday,0,MEDIUM
27-04-2024,AS-MG RD,13,4,Saturday,1,LOW
27-04-2024,AS-MOA,20,4,Saturday,1,MEDIUM
27-04-2024,Brigade Road,22,4,Saturday,1,LOW
27-04-2024,EA Mall,101,4,Saturday,1,MEDIUM
27-04-2024,Falcon Mall,82,4,Saturday,1,HIGH
27-04-2024,Forum Mall,25,4,Saturday,1,LOW
27-04-2024,GVK Mall,10,4,Saturday,1,LOW
27-04-2024,Himayat Nagar,0,4,Saturday,1,LOW
27-04-2024,Indira Nagar,64,4,Saturday,1,MEDIUM
27-04-2024,Jubilee Hills,19,4,Saturday,1,LOW
27-04-2024,Lulu Mall,55,4,Saturday,1,HIGH
27-04-2024,Phoenix Mall,106,4,Saturday,1,MEDIUM
27-04-2024,Sarath City Mall,172,4,Saturday,1,HIGH
27-04-2024,Viviana Mall,75,4,Saturday,1,MEDIUM
28-04-2024,AS-MG RD,18,4,Sunday,1,LOW
28-04-2024,AS-MOA,38,4,Sunday,1,MEDIUM
28-04-2024,Brigade Road,29,4,Sunday,1,LOW
28-04-2024,EA Mall,98,4,Sunday,1,MEDIUM
28-04-2024,Falcon Mall,122,4,Sunday,1,HIGH
28-04-2024,Forum Mall,32,4,Sunday,1,LOW
28-04-2024,GVK Mall,38,4,Sunday,1,LOW
28-04-2024,Himayat Nagar,0,4,Sunday,1,LOW
28-04-2024,Indira Nagar,46,4,Sunday,1,MEDIUM
28-04-2024,Jubilee Hills,17,4,Sunday,1,LOW
28-04-2024,Lulu Mall,77,4,Sunday,1,HIGH
28-04-2024,Phoenix Mall,110,4,Sunday,1,MEDIUM
28-04-2024,Sarath City Mall,175,4,Sunday,1,HIGH
28-04-2024,Viviana Mall,114,4,Sunday,1,MEDIUM
29-04-2024,AS-MG RD,14,4,Monday,0,LOW
29-04-2024,AS-MOA,18,4,Monday,0,MEDIUM
29-04-2024,Brigade Road,15,4,Monday,0,LOW
29-04-2024,EA Mall,59,4,Monday,0,MEDIUM
29-04-2024,Falcon Mall,25,4,Monday,0,HIGH
29-04-2024,Forum Mall,14,4,Monday,0,LOW
29-04-2024,GVK Mall,23,4,Monday,0,LOW
29-04-2024,Himayat Nagar,0,4,Monday,0,LOW
29-04-2024,Indira Nagar,21,4,Monday,0,MEDIUM
29-04-2024,Jubilee Hills,13,4,Monday,0,LOW
29-04-2024,Lulu Mall,56,4,Monday,0,HIGH
29-04-2024,Phoenix Mall,51,4,Monday,0,MEDIUM
29-04-2024,Sarath City Mall,61,4,Monday,0,HIGH
29-04-2024,Viviana Mall,19,4,Monday,0,MEDIUM
30-04-2024,AS-MG RD,20,4,Tuesday,0,LOW
30-04-2024,AS-MOA,20,4,Tuesday,0,MEDIUM
30-04-2024,Brigade Road,25,4,Tuesday,0,LOW
30-04-2024,EA Mall,50,4,Tuesday,0,MEDIUM
30-04-2024,Falcon Mall,43,4,Tuesday,0,HIGH
30-04-2024,Forum Mall,13,4,Tuesday,0,LOW
30-04-2024,GVK Mall,17,4,Tuesday,0,LOW
30-04-2024,Himayat Nagar,0,4,Tuesday,0,LOW
30-04-2024,Indira Nagar,21,4,Tuesday,0,MEDIUM
30-04-2024,Jubilee Hills,14,4,Tuesday,0,LOW
30-04-2024,Lulu Mall,49,4,Tuesday,0,HIGH
30-04-2024,Phoenix Mall,44,4,Tuesday,0,MEDIUM
30-04-2024,Sarath City Mall,66,4,Tuesday,0,HIGH
30-04-2024,Viviana Mall,36,4,Tuesday,0,MEDIUM
01-05-2024,AS-MG RD,26,5,Wednesday,0,LOW
01-05-2024,AS-MOA,68,5,Wednesday,0,MEDIUM
01-05-2024,Brigade Road,42,5,Wednesday,0,LOW
01-05-2024,EA Mall,114,5,Wednesday,0,MEDIUM
01-05-2024,Falcon Mall,133,5,Wednesday,0,HIGH
01-05-2024,Forum Mall,37,5,Wednesday,0,LOW
01-05-2024,GVK Mall,42,5,Wednesday,0,LOW
01-05-2024,Himayat Nagar,0,5,Wednesday,0,LOW
01-05-2024,Indira Nagar,34,5,Wednesday,0,MEDIUM
01-05-2024,Jubilee Hills,32,5,Wednesday,0,LOW
01-05-2024,Lulu Mall,69,5,Wednesday,0,HIGH
01-05-2024,Phoenix Mall,123,5,Wednesday,0,MEDIUM
01-05-2024,Sarath City Mall,140,5,Wednesday,0,HIGH
01-05-2024,Viviana Mall,92,5,Wednesday,0,MEDIUM
02-05-2024,AS-MG RD,13,5,Thursday,0,LOW
02-05-2024,AS-MOA,29,5,Thursday,0,MEDIUM
02-05-2024,Brigade Road,35,5,Thursday,0,LOW
02-05-2024,EA Mall,69,5,Thursday,0,MEDIUM
02-05-2024,Falcon Mall,27,5,Thursday,0,HIGH
02-05-2024,Forum Mall,18,5,Thursday,0,LOW
02-05-2024,GVK Mall,13,5,Thursday,0,LOW
02-05-2024,Himayat Nagar,0,5,Thursday,0,LOW
02-05-2024,Indira Nagar,27,5,Thursday,0,MEDIUM
02-05-2024,Jubilee Hills,12,5,Thursday,0,LOW
02-05-2024,Lulu Mall,46,5,Thursday,0,HIGH
02-05-2024,Phoenix Mall,48,5,Thursday,0,MEDIUM
